Kategori,Subkategori,Deskripsi
Perangkat Lunak,Kesalahan autentikasi,Permintaan dukungan dibuat setelah pengguna mengalami Kesalahan autentikasi secara berulang pada aplikasi yang digunakan.
Perangkat Lunak,Kesalahan compiler,Aplikasi menunjukkan Kesalahan compiler; masalah tetap muncul setelah program ditutup dan dibuka kembali.
Perangkat Lunak,Kesalahan deployment container,Pengguna melaporkan Kesalahan deployment container; fungsi aplikasi yang sebelumnya berjalan normal kini mengalami gangguan.
Perangkat Lunak,Kesalahan eksekusi makro,"Ketika aplikasi dijalankan, terjadi Kesalahan eksekusi makro sehingga pekerjaan pengguna tertunda."
Perangkat Lunak,Kesalahan formula spreadsheet,Pengguna mengalami Kesalahan formula spreadsheet saat menjalankan aplikasi; proses kerja tidak dapat diselesaikan seperti biasa.
Perangkat Lunak,Kesalahan koneksi basis data,"Saat menggunakan aplikasi untuk pekerjaan rutin, pengguna menemui Kesalahan koneksi basis data dan proses tidak dapat dilanjutkan."
Perangkat Lunak,Kesalahan registry,Pengguna meminta bantuan karena Kesalahan registry menyebabkan salah satu fungsi aplikasi tidak dapat digunakan.
Perangkat Lunak,Kesalahan runtime skrip,Pengguna menemukan Kesalahan runtime skrip; aplikasi tidak bekerja sesuai perilaku normal meskipun sudah dijalankan kembali.
Perangkat Lunak,Kesalahan sistem operasi,Tiket dibuat setelah Kesalahan sistem operasi terjadi ketika pengguna menjalankan fungsi aplikasi yang diperlukan.
Perangkat Lunak,Ketidakcocokan versi,Masalah Ketidakcocokan versi muncul saat program digunakan dan tetap terjadi setelah pengguna mencoba mengulang proses.
Perangkat Lunak,Ketidaksesuaian konfigurasi aplikasi,Permintaan dukungan dibuat setelah pengguna mengalami Ketidaksesuaian konfigurasi aplikasi secara berulang pada aplikasi yang digunakan.
Perangkat Lunak,Kinerja aplikasi lambat,Aplikasi menunjukkan Kinerja aplikasi lambat; masalah tetap muncul setelah program ditutup dan dibuka kembali.
Perangkat Lunak,Klien email tidak melakukan sinkronisasi,Pengguna melaporkan Klien email tidak melakukan sinkronisasi; fungsi aplikasi yang sebelumnya berjalan normal kini mengalami gangguan.
Perangkat Lunak,Konflik driver,"Ketika aplikasi dijalankan, terjadi Konflik driver sehingga pekerjaan pengguna tertunda."
Perangkat Lunak,Konflik patch,Pengguna mengalami Konflik patch saat menjalankan aplikasi; proses kerja tidak dapat diselesaikan seperti biasa.
Perangkat Lunak,Layanan tidak dapat dimulai,"Saat menggunakan aplikasi untuk pekerjaan rutin, pengguna menemui Layanan tidak dapat dimulai dan proses tidak dapat dilanjutkan."
Perangkat Lunak,Lisensi aplikasi kedaluwarsa,Pengguna meminta bantuan karena Lisensi aplikasi kedaluwarsa menyebabkan salah satu fungsi aplikasi tidak dapat digunakan.
Perangkat Lunak,Masalah lisensi,Pengguna menemukan Masalah lisensi; aplikasi tidak bekerja sesuai perilaku normal meskipun sudah dijalankan kembali.
Perangkat Lunak,Masalah rollback pembaruan,Tiket dibuat setelah Masalah rollback pembaruan terjadi ketika pengguna menjalankan fungsi aplikasi yang diperlukan.
Perangkat Lunak,Memori aplikasi meluap,Masalah Memori aplikasi meluap muncul saat program digunakan dan tetap terjadi setelah pengguna mencoba mengulang proses.
Perangkat Lunak,Mesin virtual berhenti mendadak,Permintaan dukungan dibuat setelah pengguna mengalami Mesin virtual berhenti mendadak secara berulang pada aplikasi yang digunakan.
Perangkat Lunak,Paket instalasi rusak,Aplikasi menunjukkan Paket instalasi rusak; masalah tetap muncul setelah program ditutup dan dibuka kembali.
Perangkat Lunak,Pembaruan patch gagal,Pengguna melaporkan Pembaruan patch gagal; fungsi aplikasi yang sebelumnya berjalan normal kini mengalami gangguan.
Perangkat Lunak,Pembaruan perangkat lunak berulang terus,"Ketika aplikasi dijalankan, terjadi Pembaruan perangkat lunak berulang terus sehingga pekerjaan pengguna tertunda."
Perangkat Lunak,Penggunaan CPU aplikasi berlebihan,Pengguna mengalami Penggunaan CPU aplikasi berlebihan saat menjalankan aplikasi; proses kerja tidak dapat diselesaikan seperti biasa.
Perangkat Lunak,Perangkat lunak kehabisan waktu,"Saat menggunakan aplikasi untuk pekerjaan rutin, pengguna menemui Perangkat lunak kehabisan waktu dan proses tidak dapat dilanjutkan."
Perangkat Lunak,Plugin tidak dapat dimuat,Pengguna meminta bantuan karena Plugin tidak dapat dimuat menyebabkan salah satu fungsi aplikasi tidak dapat digunakan.
Perangkat Lunak,Proses latar belakang macet,Pengguna menemukan Proses latar belakang macet; aplikasi tidak bekerja sesuai perilaku normal meskipun sudah dijalankan kembali.
Perangkat Lunak,Registry aplikasi rusak,Tiket dibuat setelah Registry aplikasi rusak terjadi ketika pengguna menjalankan fungsi aplikasi yang diperlukan.
Perangkat Lunak,Sesi berakhir karena batas waktu,Masalah Sesi berakhir karena batas waktu muncul saat program digunakan dan tetap terjadi setelah pengguna mencoba mengulang proses.
Perangkat Lunak,Versi sistem operasi tidak didukung,Permintaan dukungan dibuat setelah pengguna mengalami Versi sistem operasi tidak didukung secara berulang pada aplikasi yang digunakan.
Perangkat Lunak,Antarmuka pengguna tidak merespons,Permintaan dukungan dibuat setelah pengguna mengalami Antarmuka pengguna tidak merespons secara berulang pada aplikasi yang digunakan.
Perangkat Lunak,Antivirus tidak dapat diperbarui,Aplikasi menunjukkan Antivirus tidak dapat diperbarui; masalah tetap muncul setelah program ditutup dan dibuka kembali.
Perangkat Lunak,Aplikasi berhenti mendadak,Pengguna melaporkan Aplikasi berhenti mendadak; fungsi aplikasi yang sebelumnya berjalan normal kini mengalami gangguan.
